"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"texto"
"225";"Prepare se para o pregão de hoje  Análise   IBOV  WINJ19  WDOK19  PETR4  VALE3  ABEV3  IRBR3  LREN3  MRFG3  BBDC4   ";FALSE;1;NA;2019-04-04 11:40:08;TRUE;NA;"1113768207553310720";NA;"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>";"daltonvieira";0;FALSE;FALSE;NA;NA;"Prepare for the trading session today Analysis IBOV WINJ19 WDOK19 PETR4 VALE3 ABEV3 IRBR3 LREN3 MRFG3 BBDC4 "
"230";"PetrÃ³leo Brasileiro S A    Petrobras $PETR4 Dips  2 65  on Apr 3 ";FALSE;0;NA;2019-04-04 01:16:11;FALSE;NA;"1113611184794685440";NA;"<a href=""https://thefrugalforager.com"" rel=""nofollow"">thefrugalforage</a>";"thefinreviewer";0;FALSE;FALSE;NA;NA;"PetrÃ3leo Brasileiro S A Petrobras $PETR4 Dips 2 65 on Apr 3 "
"231";"Projeções curtas atualizadas para Ibovespa  VALE3 e PETR4  A linha de projeção principal mudou para o lado negativo  ";FALSE;0;NA;2019-04-04 00:49:18;TRUE;NA;"1113604420552601601";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"Projections short updated for Ibovespa VALE3 and PETR4 THE line of projection master has changed to the negative side "
"232";"Petr4 dá com uma mão e tira com a outra  gt  até 20 05 19 irá pagar R$0 75 líquido por ação após descontado 15   de IR  ";FALSE;0;NA;2019-04-04 00:28:36;TRUE;NA;"1113599211608604675";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"NATUSDDT";1;FALSE;FALSE;NA;NA;"Petr4 gives with one hand and takes away with the other gt up to 20 05 19 will pay$0 75 net per share after discounted 15 to GO "
"237";" 2  VALE3 se segurou em alta fechando com +0 29  aos 51 78  após sua máxima 52 83  PETR4 passou a maior parte do di  ";FALSE;1;"upsidepredictor";2019-04-03 22:16:06;TRUE;"1113565864735989760";"1113565866782859266";"941426019692695552";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;" 2 VALE3 held on high by closing with 0 29 51 78 after its maximum 52 83 PETR4 spent the greater part of the di "
"242";"BOVESPA  CONT   2  Baixo Volume negociado  55 121M   Valor de Mercado   R$378 88 Bi  Petróleo  Estável  0 09    US  ";FALSE;0;"BetoJosefgnds";2019-04-03 21:35:19;TRUE;"1113555359732523015";"1113555601886519296";"399500165";"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";0;FALSE;FALSE;NA;NA;"BOVESPA CONT 2 Low traded Volume 55 121M Market Value of R$378 88 Bi Oil Stable 0 09 US "
"243";"BOVESPA HOJE   Queda de 0 94    aos 94 491 48 pontos  DRIVERS   Queda forte da Petrobras  CAIXA FEDERAL OFERTANDO S  ";FALSE;1;NA;2019-04-03 21:34:21;TRUE;NA;"1113555359732523015";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";0;FALSE;FALSE;NA;NA;"The BOVESPA TODAY, a Fall of 0 94 to 94 491 48 points DRIVERS Fall strong of Petrobras BOX FEDERAL OFFERING S "
"247";"caraca   R$27 54 no fechamento de PETR4     e ontem a gente a mil por conta da TAG e da onerosa       mas pode ter  ";FALSE;13;NA;2019-04-03 20:09:55;TRUE;NA;"1113534112244039683";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"wow$27 54 in the closure of PETR4 and yesterday we to a thousand by account TAG and costly but may have "
"261";"<U+0001F4F0>Notícia   Enfim  chegou a hora e a vez da Nova Petrobras brilhar na bolsa   Via Money Times  ";FALSE;1;NA;2019-04-03 18:37:11;TRUE;NA;"1113510776764010503";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"jrcapitall";0;FALSE;FALSE;NA;NA;"<U+0001F4F0>News Finally the time has come and the time of the New Petrobras to shine in the scholarship Via the Money Times "
"265";"Petr4 é um tanto quanto bandida  Sempre puxa o tapete do acionista  Na verdade é uma ação fdp ";FALSE;1;NA;2019-04-03 18:05:08;FALSE;NA;"1113502711364890625";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"NATUSDDT";0;FALSE;FALSE;NA;NA;"Petr4 is a as much as bandit Always pulls the carpet of the shareholder In fact is an action-fdp "
"270";"<U+0001F6E2> Analistas do BTG Pactual começam cobertura de Petrobras com recomendação de compra  veem potencial de alta de 36   ";FALSE;67;NA;2019-04-03 17:26:09;TRUE;NA;"1113492897859502080";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"AnaliseEnergia";18;FALSE;FALSE;NA;NA;"<U+0001F6E2> Analysts of BTG Pactual begin coverage of Petrobras with a recommendation of purchase see the potential high of 36 "
"280";"GAP na abertura da PETR4 hoje      R$28 29  lt = gt  R$28 53   Fecha   <U+0001F914>  <U+0001F449><U+0001F3FB>  O que é um GAP   ";FALSE;0;NA;2019-04-03 13:18:54;FALSE;NA;"1113430678597664768";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"GAP at the opening of the PETR4 today R$28 29 lt = gt R$28 53 Closes <U+0001F914> <U+0001F449><U+0001F3FB> what is a GAP "
"282";"TAG e cessão onerosa pode levar PETR4 a R$ 37 00 no curtíssimo prazo  ";FALSE;0;NA;2019-04-03 13:10:55;FALSE;NA;"1113428668641050626";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ivanbetto";0;FALSE;FALSE;NA;NA;"TAG and onerous assignment can lead PETR4, R$ 37 00 in the very short term "
"283";"abriu PETR4    Alta de +0 75   agora nos R$28 50     ";FALSE;6;NA;2019-04-03 13:10:50;FALSE;NA;"1113428646042263554";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"opened PETR4 High 0 75 now in the R$28 50 "
"284";"Mercado está de olho se a Engie  EGIE3  vai levar a empresa de rede de gasodutos à venda pela Petrobras  PETR4   ";FALSE;0;NA;2019-04-03 12:46:07;TRUE;NA;"1113422426639986688";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"investe10";0;FALSE;FALSE;NA;NA;"The market is eyeing if the Engineer EGIE3 will lead the company's network of pipelines to the sale by Petrobras PETR4 "
"288";"Eu sei que a ~notícia da PETR4 saiu no final do pregão  faltando apenas 5 minutos para o encerramento dos negócios  ";FALSE;3;NA;2019-04-03 11:55:09;TRUE;NA;"1113409602136301569";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"I know that the ~news of the PETR4 came out at the end of the trading session missing only 5 minutes to the closing of the business "
"289";"Prepare se para o pregão de hoje  Análise   IBOV  WINJ19  WDOK19  PETR4  VALE3  PRIO3  ABEV3  IRBR3  BBAS3  PSSA3   ";FALSE;0;NA;2019-04-03 11:40:08;TRUE;NA;"1113405822938361857";NA;"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>";"daltonvieira";0;FALSE;FALSE;NA;NA;"Prepare for the trading session today Analysis IBOV WINJ19 WDOK19 PETR4 VALE3 PRIO3 ABEV3 IRBR3 BBAS3 PSSA3 "
"291";"Bolsa promete ser agitada hoje  Expectativa de forte subida para PETR4  Tag e cessão onerosa perto de serem resolvi  ";FALSE;0;NA;2019-04-03 11:25:49;TRUE;NA;"1113402217518780416";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"moisesdratovsky";0;FALSE;FALSE;NA;NA;"The bag promises to be hectic today's Expectation of strong ascent for PETR4 Tag and onerous assignment close to being decided "
"292";"Morning call <U+2622><U+FE0F>  <U+2705> Minério de ferro  Dalian   +5 26  <U+2705> Oil BRENT  +0 43  <U+2705> Oil WTI  +0 08   <U+0001F30E> Exterior   <U+0001F961> Asia  <U+2B06><U+FE0F>  ";FALSE;4;NA;2019-04-03 10:21:52;TRUE;NA;"1113386125656244224";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BR_Investing";1;FALSE;FALSE;NA;NA;"Morning call <U+2622><U+FE0F> <U+2705> iron Ore Dalian 5 26 <U+2705> Oil BRENT 0 43 <U+2705> Oil WTI 0 08 <U+0001F30E> Outdoor <U+0001F961> Asia <U+2B06><U+FE0F> "
"297";"Perspectivas para 03 04 2019  Maior parte das projeções ainda positivas para Ibovespa  VALE3 e PETR4  Vamos acompan  ";FALSE;3;NA;2019-04-03 00:49:23;TRUE;NA;"1113242054878953481";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"Prospects for 03 04 2019 Most of the projections still positive for Ibovespa VALE3 and PETR4 Let's acompan "
"299";"Ibovespa teve um dia de correção após 3 altas seguidas  fechando com  0 70  aos 95 386 pts  VALE3 fechou em baixa d  ";FALSE;0;"upsidepredictor";2019-04-02 22:23:11;TRUE;"1112877104084013057";"1113205263794933761";"941426019692695552";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"Ibovespa had a day of correction after 3 high followed by closing with 0 to 70 to 95 386 pts VALE3 closed in low d "
"301";"Pra quem ta short em PETR4  eu sinto muito    Me avisem quando ela bater 33 00 ";FALSE;2;NA;2019-04-02 22:13:25;FALSE;NA;"1113202805408444416";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"moisesdratovsky";0;FALSE;FALSE;NA;NA;"For those who ta short at PETR4 I feel very much let Me know when she hit 33 00 "
"303";"BOVESPA HOJE Queda de 0 70   aos 95 386 76 pontos  DRIVERS  AGUARDANDO REFORMA DA PREVIDÊNCIA   BAIXO VOLUME NEGOCI  ";FALSE;2;NA;2019-04-02 21:28:20;TRUE;NA;"1113191457274433536";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";0;FALSE;FALSE;NA;NA;"The BOVESPA TODAY, a Fall from 0 to 70 to 95 386 76 points DRIVERS WAITING for the REFORM OF the PENSION plan LOW VOLUME TH "
"308";"apenas a petr4 valorizou tudo o que tinha desvalorizado em 20 minutos finais de bolsa";FALSE;1;"genarionetto";2019-04-02 20:09:25;FALSE;"1113171425605636096";"1113171597928562688";"859563841931423745";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"genarionetto";0;FALSE;FALSE;NA;NA;"just petr4 appreciated all that he had devalued in the final 20 minutes of the bag"
"309";"leilão de PETR4 foi normal      +  10  do volume do dia e a cotação pré leilão foi a máxima do dia  fechou 1¢ abaixo da mínima";FALSE;12;NA;2019-04-02 20:09:03;FALSE;NA;"1113171505712705536";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"auction PETR4 was normal 10 of the volume of the day and the price pre auction was the highest of the day closed 1¢ below the minimum"
"314";"$PETR4  PETROBRAS RECEBE TRÊS OFERTAS PELA TAG  DIZ FONTE  Reuters   ";FALSE;55;NA;2019-04-02 19:56:34;FALSE;NA;"1113168365974110209";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";5;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS RECEIVES THREE BIDS FOR the TAG, SAYS SOURCE-Reuters "
"315";"$PETR4  Bento Albuquerque  Petrobras pode participar de leilão de gás natural em Israel  Poder360   ";FALSE;12;NA;2019-04-02 19:56:14;FALSE;NA;"1113168282641682432";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";4;FALSE;FALSE;NA;NA;"$PETR4 Bento Albuquerque Petrobras may participate in the auction of natural gas in Israel Poder360 "
"316";"PETR4 reagindo após receber três propostas por venda da TAG  ";FALSE;0;NA;2019-04-02 19:55:21;FALSE;NA;"1113168058099601408";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"muriloalcantara";0;FALSE;FALSE;NA;NA;"PETR4 reacting after receiving three proposals for the sale of the TAG "
"317";"sabe quem foi que apareceu na ponta de compra durante essa puxada da PETR4    sim  a inominável   ";FALSE;11;"clubedopairico";2019-04-02 19:52:29;FALSE;"1113166835761938437";"1113167338138947585";"28547040";"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"know who it was that appeared at the end of the purchase during that pull of the PETR4 yes the unmentionable "
"318";"OLHO NA PETR4 ";FALSE;6;NA;2019-04-02 19:49:38;FALSE;NA;"1113166618887155715";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"CapivaraTrader";0;FALSE;FALSE;NA;NA;"EYE IN THE PETR4 "
"320";"Esse aí é um gráfico da ação da Petrobras  PETR4  nos últimos 5 anos  Atualmente  a Petrobras voltou a ser a maior  ";FALSE;5;NA;2019-04-02 19:41:40;TRUE;NA;"1113164614966161409";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"GiuliPerri";2;FALSE;FALSE;NA;NA;"This one is a chart of the action of the Petrobras PETR4 the last 5 years and Currently Petrobras has returned to be the largest "
"324";"Fontes apareceu  quer comprar Petro barato  não entreguem   URGENTE  $PETR4  AQUISIÇÃO DE REFINARIA DA PETROBRAS NO  ";FALSE;31;NA;2019-04-02 18:50:47;TRUE;NA;"1113151809567293440";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pedrostrader";2;FALSE;FALSE;NA;NA;"Sources appeared want to buy Petro cheap not to deliver URGENT $PETR4 ACQUISITION OF a REFINERY by PETROBRAS IN "
"325";"e que volumeco  hein    Projeções   PETR4   28 8MM B3   R$11 bilhões   Isso é MUITO abaixo da média     é quase que  ";FALSE;14;NA;2019-04-02 17:20:47;TRUE;NA;"1113129162213150725";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"and that volumeco hein Projections PETR4 28 8MM B3 R$11 billion This is FAR below the average is almost "
"331";"estranho     não tô vendo ninguém reclamar que a PETR4 não tá acompanhando o índice        hehehe";FALSE;7;NA;2019-04-02 15:15:50;FALSE;NA;"1113097716534513665";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"strange I'm not seeing anyone complaining that the PETR4're not tracking the index."
"332";"R$27 80 seria uma boa região de briga na PETR4 pra hoje      será que veremos o papel chegar lá   <U+0001F914>";FALSE;2;NA;2019-04-02 14:46:54;FALSE;NA;"1113090432953696263";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"R$27 80 would be a good region to fight in the PETR4 to today will be that we will see the paper get there <U+0001F914>"
"334";"$PETR4   PETROBRAS  PETR N2    Boletim de voto a distancia para AGO   25 04 19  R  ";FALSE;0;NA;2019-04-02 14:22:15;FALSE;NA;"1113084231394254848";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS PETR N2 ballot paper, the distance for AUG 25 04 19 R "
"345";"hoje é dia da PETR4  segurar  o índice     ";FALSE;3;NA;2019-04-02 14:18:29;FALSE;NA;"1113083283896721413";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"today is the day of the PETR4 hold the index "
"347";"$PETR4  Petrobras realiza hoje 2ª rodada de ofertas pela TAG  diz fonte  Valor   ";FALSE;6;NA;2019-04-02 13:04:17;FALSE;NA;"1113064608514732033";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";0;FALSE;FALSE;NA;NA;"$PETR4 Petrobras done today the 2nd round of offers by the TAG says the source Value "
"348";"Petrobrás  Hoje  II rodada de ofertas da TAG  gasodutos no Nordeste e Norte  pertencente à Petrobrás  sendo que o g  ";FALSE;1;NA;2019-04-02 12:54:30;TRUE;NA;"1113062149763428352";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"gesner_oliveira";0;FALSE;FALSE;NA;NA;"Petrobras Today II round of deals of the TAG gas pipelines in the Northeast and the North belonging to Petrobras, being that the g "
"349";"A Saudi Aramco  companhia de petróleo da Arabia Saudita e responsável por 10  da produção mundial  apresentou um lu  ";FALSE;5;NA;2019-04-02 12:24:51;TRUE;NA;"1113054686339305473";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"chrinvestor";0;FALSE;FALSE;NA;NA;"The Saudi Aramco oil company of saudi Arabia and responsible for 10 of the world's production presented a lu "
"350";"da D282 pra cima eles aumentaram as vendas  com IQ acompanhando   será   Será    SERÁ      aguardemos as cenas dos  ";FALSE;4;"clubedopairico";2019-04-02 12:16:37;TRUE;"1113052327127273472";"1113052615510814720";"28547040";"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"of D282 to top it off they have increased sales with IQ tracking will be will be Will be we're waiting for the scenes of the "
"352";"Olha     a coisa tá estranha mesmo na PETR4  Quer ver    SIM    Tá na hora do IQ       o que é o IQ   leia  O índic  ";FALSE;2;NA;2019-04-02 12:11:01;TRUE;NA;"1113051205960335360";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"Look at the thing's strange even in the PETR4 Want to see YES it's time of the IQ, what is IQ read The índic "
"353";"$PETR4   PETROBRAS  PETR N2    Aviso aos Acionistas   25 03 19  R  ";FALSE;0;NA;2019-04-02 12:06:06;FALSE;NA;"1113049967172751361";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS PETR N2 Notice to the Shareholders 25 03 19 R "
"375";"Prepare se para o pregão de hoje  Análise   IBOV  WINJ19  WDOK19  PETR4  VALE3  IRBR3  PRIO3  ITUB4  ABEV3  GGBR4   ";FALSE;0;NA;2019-04-02 11:40:07;TRUE;NA;"1113043429804699648";NA;"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>";"daltonvieira";0;FALSE;FALSE;NA;NA;"Prepare for the trading session today Analysis IBOV WINJ19 WDOK19 PETR4 VALE3 IRBR3 PRIO3 ITUB4 ABEV3 GGBR4 "
"377";"Petróleo na máxima do ano   Vamos andar ";FALSE;2;NA;2019-04-02 10:40:32;FALSE;NA;"1113028435201462272";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BR_Investing";0;FALSE;FALSE;NA;NA;"Oil to the maximum of the year We will ride "
"378";"Morning call <U+2622><U+FE0F>  <U+2705> Minério de ferro  Dalian   +3 68  <U+2705> Oil BRENT  +0 43  <U+2705> Oil WTI  +0 86   <U+0001F30E> Exterior   <U+0001F961> Asia  <U+2197><U+FE0F>  ";FALSE;3;NA;2019-04-02 10:37:07;TRUE;NA;"1113027575163621376";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BR_Investing";0;FALSE;FALSE;NA;NA;"Morning call <U+2622><U+FE0F> <U+2705> iron Ore Dalian 3 68 <U+2705> Oil BRENT 0 43 <U+2705> Oil WTI 0 86 <U+0001F30E> Outdoor <U+0001F961> Asia <U+2197><U+FE0F> "
"386";"Projeções curtas atualizadas para Ibovespa  VALE3 e PETR4  Vamos acompanhar  ";FALSE;1;NA;2019-04-02 00:39:12;FALSE;NA;"1112877104084013057";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"Projections short updated for Ibovespa VALE3 and PETR4 We will follow "
"387";"PetrÃ³leo Brasileiro S A    Petrobras $PETR4 Plunged  0 21  on Apr 1  ";FALSE;0;NA;2019-04-02 00:27:49;FALSE;NA;"1112874237965058048";NA;"<a href=""https://www.whatsonthorold.com"" rel=""nofollow"">whatsonthorold2</a>";"whatsonthorold2";0;FALSE;FALSE;NA;NA;"PetrÃ3leo Brasileiro S A Petrobras $PETR4 Plunged 0 21 on Apr 1 "
"393";"TAG vai caminhando mesmo para as mãos da Engie <U+0001F447><U+0001F447> ";FALSE;42;NA;2019-04-01 22:50:04;FALSE;NA;"1112849639970164736";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"AnaliseEnergia";5;FALSE;FALSE;NA;NA;"TAG goes walking even to the hands of the Engineer <U+0001F447><U+0001F447> "
"396";"BOVESPA HOJE   Alta de 0 67    aos 96 054 46 pontos  DRIVERS  OTIMISMO REFORMA DA PREVIDÊNCIA  amp  MERCADO EXTERNO  PE  ";FALSE;1;NA;2019-04-01 21:48:43;TRUE;NA;"1112834198799306752";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";2;FALSE;FALSE;NA;NA;"BOVESPA TODAY High 0 67 to 96 054 46 points DRIVERS OPTIMISM REFORM OF the PENSION amp EXTERNAL MARKET PE "
"398";"PETR4 abriu em alta mas perdeu força e fechou em baixa de  0 26  aos 28 00  próximo ao ponto de predição 2 que esti  ";FALSE;1;"upsidepredictor";2019-04-01 21:03:30;TRUE;"1112347242181152769";"1112822820197863431";"941426019692695552";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"PETR4 opened high but lost strength and closed at low of 0 26 28 00 close to the point of prediction 2 that estimates "
"401";"$PBR $PBR A  $PETR4 $PETR3 hj fazem 90 exatos dias que Bolsonaro assumiu  Se mantiverem promessa dos 100 dias  falt  ";FALSE;36;NA;2019-04-01 19:09:12;TRUE;NA;"1112794058215354370";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pedrostrader";0;FALSE;FALSE;NA;NA;"$PBR $PBR $PETR4 $PETR3 hj do 90 exact days that jair bolsonaro took hold, the promise of 100 days falt "
"402";"Como faz pra desistir da Petrobrás   ";FALSE;0;NA;2019-04-01 18:53:47;FALSE;NA;"1112790176831606790";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"heliofaret";0;FALSE;FALSE;NA;NA;"As is to desist from Petrobras "
"403";"PETR4 fazendo seu olé característico no ";FALSE;1;NA;2019-04-01 18:45:02;FALSE;NA;"1112787974008303616";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"andrebnu";0;FALSE;FALSE;NA;NA;"PETR4 doing your olé characteristic in the "
"408";"Petróleo +2 5   Petr4  0 5   É muito mal amada mesmo   ";FALSE;4;NA;2019-04-01 18:01:27;FALSE;NA;"1112777005035147264";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"moisesdratovsky";0;FALSE;FALSE;NA;NA;"Oil 2 5 Petr4 0 5 Is very evil beloved, even "
"409";"Petróleo sobe +2 5  aos $61 63  enquanto isso  PETR4 testa a mínima do dia  nos R$28 05  com queda de  0 04 ";FALSE;6;NA;2019-04-01 17:52:52;FALSE;NA;"1112774846453309445";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"Oil rises 2 5 to $61 and 63 while this PETR4 tests the minimum of the day in the R$28 05 drop 0 04 "
"411";"Ainda bem que petr nao produz Petroleo né  Brent +2 4  petr4 0x0 kkkkkkkkkkk";FALSE;6;"matheustetih";2019-04-01 17:45:23;FALSE;"1112669995027349506";"1112772963621797891";"1694021786";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"matheustetih";0;FALSE;FALSE;NA;NA;"It is well that peter has not produces the Oil right Brent 2 4 petr4 0x0!!!"
"412";"é  aparentemente ela tá segurando mesmo   como disse no final de semana  acredito que a notícia também tenha sido a  ";FALSE;1;NA;2019-04-01 17:04:22;TRUE;NA;"1112762639472574467";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"apparently she's holding the same as said at the end of the week I believe that the news has also been the "
"414";"que volumeco hoje  hein    PETR4 projetando 39 5MM de ações      B3 projetando R$12 5 bilhões      ambos BEM abaixo da média    ";FALSE;5;NA;2019-04-01 16:29:59;FALSE;NA;"1112753987210674177";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"that volumeco today huh PETR4 designing 39 5MM stock B3 projecting$12 5 billion, both WELL below average "
"416";"Boa noticia para ações da Petrobras  PETR4  ela quer tirar o poder de aprovação dos acionostas nas privatizações  p  ";FALSE;0;NA;2019-04-01 15:43:15;TRUE;NA;"1112742227229528065";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"investe10";0;FALSE;FALSE;NA;NA;"Good news for the shares of Petrobras PETR4 she wants to take the power of approval of the acionostas on privatisation p "
"421";"$BRENT forte  Pena que a ";FALSE;84;NA;2019-04-01 14:13:01;FALSE;NA;"1112719519003365376";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"sergiosanita";7;FALSE;FALSE;NA;NA;"$BRENT strong is Worth that "
"422";"Agora eu alugo carros também  RENT3  PETR4 GGBR4 BBAS3  E mais aquele caminhão de PETR D";FALSE;0;NA;2019-04-01 13:51:13;FALSE;NA;"1112714031981309953";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"heliofaret";0;FALSE;FALSE;NA;NA;"Now I rent cars also RENT3 PETR4 GGBR4 BBAS3 AND more that truck PETR D"
"426";"Prepare se para o pregão de hoje  Análise   IBOV  WINJ19  WDOK19  PETR4  VALE3  IRBR3  PRIO3  CSNA3  SBSP3  LREN3 e  ";FALSE;2;NA;2019-04-01 11:40:10;TRUE;NA;"1112681055834816513";NA;"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>";"daltonvieira";0;FALSE;FALSE;NA;NA;"Prepare for the trading session today Analysis IBOV WINJ19 WDOK19 PETR4 VALE3 IRBR3 PRIO3 CSNA3 SBSP3 LREN3 and "
"427";"$PETR4   PETROBRAS  PETR N2    Outros Comunicados ao Mercado   29 03 19 ";FALSE;0;NA;2019-04-01 11:40:08;FALSE;NA;"1112681044539555840";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS PETR N2 Other Communications to the Market 29 03 19 "
